trade_date,entry_time,straddle_at_0631,spx_entry,straddle_entry,vix_entry,put_strike,put_credit,put_lots,put_exit_time,put_exit_cost,spx_put_exit,straddle_put_exit,trade_date,entry_time,straddle_at_0631,spx_entry,straddle_entry,vix_entry,call_strike,call_credit,call_lots,call_exit_time,call_exit_cost,spx_call_exit,straddle_call_exit,stop_multiple,spx open,spx close
























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































