2022-01-03,-5776.849999999879
2022-01-05,10681.625000000033
2022-01-07,369.7899999999945
2022-01-10,-26.890000000019427
2022-01-12,4267.759999999994
2022-01-14,2523.0400000000573
2022-01-18,3025.329999999969
2022-01-19,5917.699999999917
2022-01-21,-507.3200000000252
2022-01-24,3351.5650000000096
2022-01-26,5089.209999999952
2022-01-28,3817.315000000057
2022-01-31,4383.579999999958
2022-02-02,5989.9599999999555
2022-02-04,-1699.6400000000576
2022-02-07,2326.164999999957
2022-02-09,8985.219999999958
2022-02-11,-2860.735000000037
2022-02-14,-3937.150000000096
2022-02-16,2900.4499999999607
2022-02-18,-2333.570000000036
2022-02-22,-12448.875000000051
2022-02-23,3171.9799999999595
2022-02-25,2788.9599999999555
2022-02-28,2921.329999999951
2022-03-02,5272.624999999949
2022-03-04,7146.499999999956
2022-03-07,2194.0699999999415
2022-03-09,7150.824999999953
2022-03-11,8788.330000000053
2022-03-14,2797.429999999993
2022-03-16,-7248.364999999903
2022-03-18,-1231.7899999998917
2022-03-21,-5714.549999999945
2022-03-23,3003.519999999997
2022-03-25,490.63000000009924
2022-03-28,1393.1249999997963
2022-03-30,3092.1950000000797
2022-03-31,4436.139999999941
2022-04-01,-1720.270000000004
2022-04-04,6401.020000000106
2022-04-06,4310.940000000075
2022-04-08,5292.59000000004
2022-04-11,8179.7900000000955
2022-04-13,-54.2999999999156
2022-04-14,3317.8700000000827
2022-04-18,-6794.259999999922
2022-04-20,1302.9950000000972
2022-04-22,5885.18000000008
2022-04-25,196.05500000002212
2022-04-26,2089.7250000000786
2022-04-27,3580.8050000000076
2022-04-29,-1817.230000000127
2022-05-02,-3806.12999999999
2022-05-03,1144.4550000000309
2022-05-04,-6274.564999999959
2022-05-06,3480.689999999973
2022-05-09,8708.100000000006
2022-05-10,-11984.134999999966
2022-05-11,454.9300000000221
2022-05-13,-901.5199999999895
2022-05-16,8800.389999999985
2022-05-17,8939.980000000054
2022-05-18,5627.5700000000215
2022-05-19,39.21000000003551
2022-05-20,-7226.119999999923
2022-05-23,3893.2600000000093
2022-05-24,-666.2299999999959
2022-05-25,7908.160000000018
2022-05-26,-899.1949999999342
2022-05-27,-1514.484999999695
2022-05-31,-998.91999999994
2022-06-01,-4622.229999999967
2022-06-02,5747.169999999955
2022-06-03,7984.850000000006
2022-06-06,4241.584999999992
2022-06-07,354.0700000000361
2022-06-08,1170.2299999999814
2022-06-09,9626.099999999919
2022-06-10,8650.179999999993
2022-06-13,4323.830000000016
2022-06-14,2884.040000000008
2022-06-15,8640.589999999997
2022-06-16,4964.930000000022
2022-06-17,8656.629999999976
2022-06-21,7960.290000000008
2022-06-22,-4595.410000000062
2022-06-23,4.320000000006985
2022-06-24,4318.85000000021
2022-06-27,8887.26999999999
2022-06-28,9714.79999999993
2022-06-29,5122.040000000008
2022-06-30,-2815.110000000015
2022-07-01,505.3200000000652
2022-07-05,4450.4000000000815
2022-07-06,6783.640000000043
2022-07-07,6927.75
2022-07-08,923.2499999999418
2022-07-11,7073.289999999979
2022-07-12,-2405.1100000001024
2022-07-13,1963.929999999993
2022-07-14,-63.34999999997672
2022-07-15,8739.990000000049
2022-07-18,2694.019999999902
2022-07-19,5155.229999999981
2022-07-20,-1763.21000000005
2022-07-21,3195.789999999921
2022-07-22,1277.8250000000116
2022-07-25,9006.870000000345
2022-07-26,8992.500000000698
2022-07-27,-2985.249999999127
2022-07-28,3750.000000000058
2022-07-29,-1867.7699999999022
2022-08-01,-3002.0799999995506
2022-08-02,-4131.39999999915
2022-08-03,5074.090000000258
2022-08-04,8120.540000000852
2022-08-05,1118.870000001276
2022-08-08,2094.5800000006566
2022-08-09,7353.150000000547
2022-08-10,6138.240000000806
2022-08-11,2413.4100000006147
2022-08-12,3757.6600000004983
2022-08-15,2027.7900000005611
2022-08-16,-17776.59999999957
2022-08-17,3085.9650000008987
2022-08-18,9053.300000000861
2022-08-19,8870.83000000089
2022-08-22,5993.330000000773
2022-08-23,6024.410000000673
2022-08-24,4253.11000000051
2022-08-25,-8280.079999999667
2022-08-26,9603.64000000013
2022-08-29,3386.1500000006636
2022-08-30,-5908.394999999902
2022-08-31,8266.750000000931
2022-09-01,3644.990000000631
2022-09-02,2643.020000000659
2022-09-06,271.1800000005751
2022-09-07,199.84000000054948
2022-09-08,-8285.3999999995
2022-09-09,7221.915000000619
2022-09-12,3978.650000000547
2022-09-13,271.3800000009942
2022-09-14,3227.4400000008754
2022-09-15,-6648.349999999569
2022-09-16,5898.810000000696
2022-09-19,4865.380000000936
2022-09-20,-2429.694999999134
2022-09-21,-3084.409999998985
2022-09-22,5916.515000000887
2022-09-23,3253.900000000489
2022-09-26,5156.170000000391
2022-09-27,-1570.2599999992526
2022-09-28,3268.740000000631
2022-09-29,235.39000000053784
2022-09-30,86.46500000054948
2022-10-03,3091.610000000277
2022-10-04,3147.690000000235
2022-10-05,3043.6400000004214
2022-10-06,2479.1700000010896
2022-10-07,4479.990000000573
2022-10-10,-8927.679999999527
2022-10-11,-14157.599999999336
2022-10-12,7215.280000000901
2022-10-13,13892.310000000289
2022-10-14,4081.060000000347
2022-10-17,7044.500000000757
2022-10-18,-4432.779999999388
2022-10-19,201.47500000079162
2022-10-20,-2611.3299999994924
2022-10-21,158.41000000049826
2022-10-24,3142.3600000006263
2022-10-25,6092.360000000859
2022-10-26,-5820.659999999392
2022-10-27,435.80000000062864
2022-10-28,2939.1900000003516
2022-10-31,5051.190000000759
2022-11-01,6120.210000000603
2022-11-02,1390.8500000007334
2022-11-03,8877.700000000768
